GAME,PARENT,CHILD,ITEM
NONE,Scatterbug_Sandstorm,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Sandstorm,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Sandstorm,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Sandstorm,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Sandstorm,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Sandstorm,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Sandstorm,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Sandstorm,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Sandstorm,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Sandstorm,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Sandstorm,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Sandstorm,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Sandstorm,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Sandstorm,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Sandstorm,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Sandstorm,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Sandstorm,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Sandstorm,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Savanna,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Savanna,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Savanna,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Savanna,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Savanna,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Savanna,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Savanna,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Savanna,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Savanna,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Savanna,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Savanna,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Savanna,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Savanna,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Savanna,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Savanna,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Savanna,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Savanna,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Savanna,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Sun,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Sun,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Sun,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Sun,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Sun,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Sun,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Sun,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Sun,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Sun,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Sun,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Sun,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Sun,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Sun,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Sun,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Sun,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Sun,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Sun,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Sun,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Tundra,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Tundra,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Tundra,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Tundra,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Tundra,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Tundra,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Tundra,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Tundra,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Tundra,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Tundra,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Tundra,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Tundra,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Tundra,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Tundra,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Tundra,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Tundra,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Tundra,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Tundra,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Fancy,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Fancy,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Fancy,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Fancy,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Fancy,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Fancy,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Fancy,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Fancy,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Fancy,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Fancy,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Fancy,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Fancy,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Fancy,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Fancy,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Fancy,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Fancy,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Fancy,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Fancy,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Poké Ball,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Poké Ball,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Poké Ball,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Poké Ball,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Poké Ball,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Poké Ball,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Poké Ball,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Poké Ball,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Poké Ball,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Poké Ball,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Poké Ball,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Poké Ball,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Poké Ball,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Poké Ball,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Poké Ball,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Poké Ball,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Poké Ball,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Poké Ball,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Archipelago,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Archipelago,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Archipelago,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Archipelago,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Archipelago,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Archipelago,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Archipelago,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Archipelago,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Archipelago,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Archipelago,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Archipelago,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Archipelago,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Archipelago,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Archipelago,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Archipelago,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Archipelago,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Archipelago,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Archipelago,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Continental,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Continental,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Continental,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Continental,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Continental,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Continental,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Continental,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Continental,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Continental,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Continental,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Continental,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Continental,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Continental,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Continental,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Continental,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Continental,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Continental,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Continental,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Elegant,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Elegant,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Elegant,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Elegant,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Elegant,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Elegant,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Elegant,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Elegant,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Elegant,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Elegant,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Elegant,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Elegant,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Elegant,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Elegant,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Elegant,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Elegant,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Elegant,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Elegant,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Garden,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Garden,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Garden,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Garden,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Garden,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Garden,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Garden,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Garden,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Garden,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Garden,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Garden,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Garden,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Garden,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Garden,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Garden,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Garden,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Garden,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Garden,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_High Plains,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_High Plains,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_High Plains,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_High Plains,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_High Plains,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_High Plains,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_High Plains,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_High Plains,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_High Plains,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_High Plains,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_High Plains,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_High Plains,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_High Plains,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_High Plains,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_High Plains,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_High Plains,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_High Plains,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_High Plains,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Icy Snow,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Icy Snow,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Icy Snow,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Icy Snow,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Icy Snow,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Icy Snow,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Icy Snow,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Icy Snow,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Icy Snow,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Icy Snow,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Icy Snow,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Icy Snow,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Icy Snow,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Icy Snow,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Icy Snow,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Icy Snow,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Icy Snow,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Icy Snow,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Jungle,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Jungle,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Jungle,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Jungle,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Jungle,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Jungle,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Jungle,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Jungle,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Jungle,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Jungle,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Jungle,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Jungle,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Jungle,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Jungle,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Jungle,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Jungle,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Jungle,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Jungle,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Marine,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Marine,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Marine,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Marine,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Marine,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Marine,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Marine,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Marine,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Marine,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Marine,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Marine,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Marine,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Marine,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Marine,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Marine,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Marine,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Marine,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Marine,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Meadow,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Meadow,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Meadow,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Meadow,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Meadow,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Meadow,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Meadow,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Meadow,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Meadow,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Meadow,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Meadow,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Meadow,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Meadow,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Meadow,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Meadow,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Meadow,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Meadow,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Meadow,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Modern,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Modern,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Modern,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Modern,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Modern,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Modern,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Modern,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Modern,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Modern,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Modern,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Modern,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Modern,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Modern,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Modern,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Modern,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Modern,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Modern,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Modern,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Monsoon,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Monsoon,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Monsoon,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Monsoon,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Monsoon,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Monsoon,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Monsoon,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Monsoon,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Monsoon,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Monsoon,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Monsoon,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Monsoon,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Monsoon,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Monsoon,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Monsoon,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Monsoon,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Monsoon,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Monsoon,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Ocean,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Ocean,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Ocean,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Ocean,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Ocean,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Ocean,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Ocean,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Ocean,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Ocean,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Ocean,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Ocean,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Ocean,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Ocean,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Ocean,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Ocean,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Ocean,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Ocean,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Ocean,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_Polar,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_Polar,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_Polar,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_Polar,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_Polar,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_Polar,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_Polar,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_Polar,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_Polar,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_Polar,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_Polar,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_Polar,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_Polar,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_Polar,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_Polar,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_Polar,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_Polar,Scatterbug_Sun,$LOC_SUN
NONE,Spewpa_Polar,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Spewpa_River,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Spewpa_River,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Spewpa_River,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Spewpa_River,Scatterbug_Garden,$LOC_GARDEN
NONE,Spewpa_River,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Spewpa_River,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Spewpa_River,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Spewpa_River,Scatterbug_Marine,$LOC_MARINE
NONE,Spewpa_River,Scatterbug_Meadow,$LOC_MEADOW
NONE,Spewpa_River,Scatterbug_Modern,$LOC_MODERN
NONE,Spewpa_River,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Spewpa_River,Scatterbug_Ocean,$LOC_OCEAN
NONE,Spewpa_River,Scatterbug_Polar,$LOC_POLAR
NONE,Spewpa_River,Scatterbug_River,$LOC_RIVER
NONE,Spewpa_River,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Spewpa_River,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Spewpa_River,Scatterbug_Sun,$LOC_SUN
