PARENT,CHILD,ITEM
Spewpa_Ocean,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Ocean,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Ocean,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Ocean,Scatterbug_Marine,$LOC_MARINE
Spewpa_Ocean,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Ocean,Scatterbug_Modern,$LOC_MODERN
Spewpa_Ocean,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Ocean,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Ocean,Scatterbug_Polar,$LOC_POLAR
Spewpa_Ocean,Scatterbug_River,$LOC_RIVER
Spewpa_Ocean,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Ocean,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Ocean,Scatterbug_Sun,$LOC_SUN
Spewpa_Ocean,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Polar,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Polar,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Polar,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Polar,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Polar,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Polar,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Polar,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Polar,Scatterbug_Marine,$LOC_MARINE
Spewpa_Polar,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Polar,Scatterbug_Modern,$LOC_MODERN
Spewpa_Polar,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Polar,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Polar,Scatterbug_Polar,$LOC_POLAR
Spewpa_Polar,Scatterbug_River,$LOC_RIVER
Spewpa_Polar,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Polar,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Polar,Scatterbug_Sun,$LOC_SUN
Spewpa_Polar,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_River,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_River,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_River,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_River,Scatterbug_Garden,$LOC_GARDEN
Spewpa_River,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_River,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_River,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_River,Scatterbug_Marine,$LOC_MARINE
Spewpa_River,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_River,Scatterbug_Modern,$LOC_MODERN
Spewpa_River,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_River,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_River,Scatterbug_Polar,$LOC_POLAR
Spewpa_River,Scatterbug_River,$LOC_RIVER
Spewpa_River,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_River,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_River,Scatterbug_Sun,$LOC_SUN
Spewpa_River,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Sandstorm,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Sandstorm,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Sandstorm,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Sandstorm,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Sandstorm,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Sandstorm,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Sandstorm,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Sandstorm,Scatterbug_Marine,$LOC_MARINE
Spewpa_Sandstorm,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Sandstorm,Scatterbug_Modern,$LOC_MODERN
Spewpa_Sandstorm,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Sandstorm,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Sandstorm,Scatterbug_Polar,$LOC_POLAR
Spewpa_Sandstorm,Scatterbug_River,$LOC_RIVER
Spewpa_Sandstorm,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Sandstorm,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Sandstorm,Scatterbug_Sun,$LOC_SUN
Spewpa_Sandstorm,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Savanna,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Savanna,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Savanna,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Savanna,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Savanna,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Savanna,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Savanna,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Savanna,Scatterbug_Marine,$LOC_MARINE
Spewpa_Savanna,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Savanna,Scatterbug_Modern,$LOC_MODERN
Spewpa_Savanna,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Savanna,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Savanna,Scatterbug_Polar,$LOC_POLAR
Spewpa_Savanna,Scatterbug_River,$LOC_RIVER
Spewpa_Savanna,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Savanna,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Savanna,Scatterbug_Sun,$LOC_SUN
Spewpa_Savanna,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Sun,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Sun,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Sun,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Sun,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Sun,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Sun,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Sun,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Sun,Scatterbug_Marine,$LOC_MARINE
Spewpa_Sun,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Sun,Scatterbug_Modern,$LOC_MODERN
Spewpa_Sun,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Sun,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Sun,Scatterbug_Polar,$LOC_POLAR
Spewpa_Sun,Scatterbug_River,$LOC_RIVER
Spewpa_Sun,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Sun,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Sun,Scatterbug_Sun,$LOC_SUN
Spewpa_Sun,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Tundra,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Tundra,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Tundra,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Tundra,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Tundra,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Tundra,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Tundra,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Tundra,Scatterbug_Marine,$LOC_MARINE
Spewpa_Tundra,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Tundra,Scatterbug_Modern,$LOC_MODERN
Spewpa_Tundra,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Tundra,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Tundra,Scatterbug_Polar,$LOC_POLAR
Spewpa_Tundra,Scatterbug_River,$LOC_RIVER
Spewpa_Tundra,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Tundra,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Tundra,Scatterbug_Sun,$LOC_SUN
Spewpa_Tundra,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Fancy,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Fancy,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Fancy,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Fancy,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Fancy,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Fancy,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Fancy,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Fancy,Scatterbug_Marine,$LOC_MARINE
Spewpa_Fancy,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Fancy,Scatterbug_Modern,$LOC_MODERN
Spewpa_Fancy,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Fancy,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Fancy,Scatterbug_Polar,$LOC_POLAR
Spewpa_Fancy,Scatterbug_River,$LOC_RIVER
Spewpa_Fancy,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Fancy,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Fancy,Scatterbug_Sun,$LOC_SUN
Spewpa_Fancy,Scatterbug_Tundra,$LOC_TUNDRA
Spewpa_Poké Ball,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Spewpa_Poké Ball,Scatterbug_Continental,$LOC_CONTINENTAL
Spewpa_Poké Ball,Scatterbug_Elegant,$LOC_ELEGANT
Spewpa_Poké Ball,Scatterbug_Garden,$LOC_GARDEN
Spewpa_Poké Ball,Scatterbug_High Plains,$LOC_HIGHPLAINS
Spewpa_Poké Ball,Scatterbug_Icy Snow,$LOC_ICYSNOW
Spewpa_Poké Ball,Scatterbug_Jungle,$LOC_JUNGLE
Spewpa_Poké Ball,Scatterbug_Marine,$LOC_MARINE
Spewpa_Poké Ball,Scatterbug_Meadow,$LOC_MEADOW
Spewpa_Poké Ball,Scatterbug_Modern,$LOC_MODERN
Spewpa_Poké Ball,Scatterbug_Monsoon,$LOC_MONSOON
Spewpa_Poké Ball,Scatterbug_Ocean,$LOC_OCEAN
Spewpa_Poké Ball,Scatterbug_Polar,$LOC_POLAR
Spewpa_Poké Ball,Scatterbug_River,$LOC_RIVER
Spewpa_Poké Ball,Scatterbug_Sandstorm,$LOC_SANDSTORM
Spewpa_Poké Ball,Scatterbug_Savanna,$LOC_SAVANNA
Spewpa_Poké Ball,Scatterbug_Sun,$LOC_SUN
Spewpa_Poké Ball,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Archipelago,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Archipelago,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Archipelago,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Archipelago,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Archipelago,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Archipelago,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Archipelago,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Archipelago,Scatterbug_Marine,$LOC_MARINE
Vivillon_Archipelago,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Archipelago,Scatterbug_Modern,$LOC_MODERN
Vivillon_Archipelago,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Archipelago,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Archipelago,Scatterbug_Polar,$LOC_POLAR
Vivillon_Archipelago,Scatterbug_River,$LOC_RIVER
Vivillon_Archipelago,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Archipelago,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Archipelago,Scatterbug_Sun,$LOC_SUN
Vivillon_Archipelago,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Continental,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Continental,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Continental,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Continental,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Continental,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Continental,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Continental,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Continental,Scatterbug_Marine,$LOC_MARINE
Vivillon_Continental,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Continental,Scatterbug_Modern,$LOC_MODERN
Vivillon_Continental,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Continental,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Continental,Scatterbug_Polar,$LOC_POLAR
Vivillon_Continental,Scatterbug_River,$LOC_RIVER
Vivillon_Continental,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Continental,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Continental,Scatterbug_Sun,$LOC_SUN
Vivillon_Continental,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Elegant,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Elegant,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Elegant,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Elegant,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Elegant,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Elegant,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Elegant,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Elegant,Scatterbug_Marine,$LOC_MARINE
Vivillon_Elegant,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Elegant,Scatterbug_Modern,$LOC_MODERN
Vivillon_Elegant,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Elegant,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Elegant,Scatterbug_Polar,$LOC_POLAR
Vivillon_Elegant,Scatterbug_River,$LOC_RIVER
Vivillon_Elegant,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Elegant,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Elegant,Scatterbug_Sun,$LOC_SUN
Vivillon_Elegant,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Garden,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Garden,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Garden,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Garden,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Garden,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Garden,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Garden,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Garden,Scatterbug_Marine,$LOC_MARINE
Vivillon_Garden,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Garden,Scatterbug_Modern,$LOC_MODERN
Vivillon_Garden,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Garden,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Garden,Scatterbug_Polar,$LOC_POLAR
Vivillon_Garden,Scatterbug_River,$LOC_RIVER
Vivillon_Garden,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Garden,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Garden,Scatterbug_Sun,$LOC_SUN
Vivillon_Garden,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_High Plains,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_High Plains,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_High Plains,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_High Plains,Scatterbug_Garden,$LOC_GARDEN
Vivillon_High Plains,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_High Plains,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_High Plains,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_High Plains,Scatterbug_Marine,$LOC_MARINE
Vivillon_High Plains,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_High Plains,Scatterbug_Modern,$LOC_MODERN
Vivillon_High Plains,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_High Plains,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_High Plains,Scatterbug_Polar,$LOC_POLAR
Vivillon_High Plains,Scatterbug_River,$LOC_RIVER
Vivillon_High Plains,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_High Plains,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_High Plains,Scatterbug_Sun,$LOC_SUN
Vivillon_High Plains,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Icy Snow,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Icy Snow,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Icy Snow,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Icy Snow,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Icy Snow,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Icy Snow,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Icy Snow,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Icy Snow,Scatterbug_Marine,$LOC_MARINE
Vivillon_Icy Snow,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Icy Snow,Scatterbug_Modern,$LOC_MODERN
Vivillon_Icy Snow,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Icy Snow,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Icy Snow,Scatterbug_Polar,$LOC_POLAR
Vivillon_Icy Snow,Scatterbug_River,$LOC_RIVER
Vivillon_Icy Snow,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Icy Snow,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Icy Snow,Scatterbug_Sun,$LOC_SUN
Vivillon_Icy Snow,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Jungle,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Jungle,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Jungle,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Jungle,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Jungle,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Jungle,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Jungle,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Jungle,Scatterbug_Marine,$LOC_MARINE
Vivillon_Jungle,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Jungle,Scatterbug_Modern,$LOC_MODERN
Vivillon_Jungle,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Jungle,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Jungle,Scatterbug_Polar,$LOC_POLAR
Vivillon_Jungle,Scatterbug_River,$LOC_RIVER
Vivillon_Jungle,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Jungle,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Jungle,Scatterbug_Sun,$LOC_SUN
Vivillon_Jungle,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Marine,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Marine,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Marine,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Marine,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Marine,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Marine,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Marine,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Marine,Scatterbug_Marine,$LOC_MARINE
Vivillon_Marine,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Marine,Scatterbug_Modern,$LOC_MODERN
Vivillon_Marine,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Marine,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Marine,Scatterbug_Polar,$LOC_POLAR
Vivillon_Marine,Scatterbug_River,$LOC_RIVER
Vivillon_Marine,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Marine,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Marine,Scatterbug_Sun,$LOC_SUN
Vivillon_Marine,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Meadow,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Meadow,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Meadow,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Meadow,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Meadow,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Meadow,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Meadow,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Meadow,Scatterbug_Marine,$LOC_MARINE
Vivillon_Meadow,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Meadow,Scatterbug_Modern,$LOC_MODERN
Vivillon_Meadow,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Meadow,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Meadow,Scatterbug_Polar,$LOC_POLAR
Vivillon_Meadow,Scatterbug_River,$LOC_RIVER
Vivillon_Meadow,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Meadow,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Meadow,Scatterbug_Sun,$LOC_SUN
Vivillon_Meadow,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Modern,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Modern,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Modern,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Modern,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Modern,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Modern,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Modern,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Modern,Scatterbug_Marine,$LOC_MARINE
Vivillon_Modern,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Modern,Scatterbug_Modern,$LOC_MODERN
Vivillon_Modern,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Modern,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Modern,Scatterbug_Polar,$LOC_POLAR
Vivillon_Modern,Scatterbug_River,$LOC_RIVER
Vivillon_Modern,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Modern,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Modern,Scatterbug_Sun,$LOC_SUN
Vivillon_Modern,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Monsoon,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Monsoon,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Monsoon,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Monsoon,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Monsoon,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Monsoon,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Monsoon,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Monsoon,Scatterbug_Marine,$LOC_MARINE
Vivillon_Monsoon,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Monsoon,Scatterbug_Modern,$LOC_MODERN
Vivillon_Monsoon,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Monsoon,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Monsoon,Scatterbug_Polar,$LOC_POLAR
Vivillon_Monsoon,Scatterbug_River,$LOC_RIVER
Vivillon_Monsoon,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Monsoon,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Monsoon,Scatterbug_Sun,$LOC_SUN
Vivillon_Monsoon,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Ocean,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Ocean,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Ocean,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Ocean,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Ocean,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Ocean,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Ocean,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Ocean,Scatterbug_Marine,$LOC_MARINE
Vivillon_Ocean,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Ocean,Scatterbug_Modern,$LOC_MODERN
Vivillon_Ocean,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Ocean,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Ocean,Scatterbug_Polar,$LOC_POLAR
Vivillon_Ocean,Scatterbug_River,$LOC_RIVER
Vivillon_Ocean,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Ocean,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Ocean,Scatterbug_Sun,$LOC_SUN
Vivillon_Ocean,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Polar,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Polar,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Polar,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Polar,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Polar,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Polar,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Polar,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Polar,Scatterbug_Marine,$LOC_MARINE
Vivillon_Polar,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Polar,Scatterbug_Modern,$LOC_MODERN
Vivillon_Polar,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Polar,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Polar,Scatterbug_Polar,$LOC_POLAR
Vivillon_Polar,Scatterbug_River,$LOC_RIVER
Vivillon_Polar,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Polar,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Polar,Scatterbug_Sun,$LOC_SUN
Vivillon_Polar,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_River,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_River,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_River,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_River,Scatterbug_Garden,$LOC_GARDEN
Vivillon_River,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_River,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_River,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_River,Scatterbug_Marine,$LOC_MARINE
Vivillon_River,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_River,Scatterbug_Modern,$LOC_MODERN
Vivillon_River,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_River,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_River,Scatterbug_Polar,$LOC_POLAR
Vivillon_River,Scatterbug_River,$LOC_RIVER
